uuid	filename	cancer	TCGA_barcode	tumor_or_normal
b5a90225-2d1f-44b2-bbf1-d580d702cfd2	jhu-usc.edu_BLCA.HumanMethylation450.12.lvl-3.TCGA-BT-A42B-01A-32D-A23O-05.txt	BLCA	TCGA-BT-A42B-01A-32D-A23O-05	Tumor
0887308f-f256-4949-8208-289a79f9feff	jhu-usc.edu_TGCT.HumanMethylation450.1.lvl-3.TCGA-2G-AAFG-01A-11D-A42Z-05.txt	TGCT	TCGA-2G-AAFG-01A-11D-A42Z-05	Tumor
251c6fc9-3bdf-428d-a203-21ff3e12b533	jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5761-11A-01D-1578-05.txt	PRAD	TCGA-CH-5761-11A-01D-1578-05	Normal
47359b6c-957e-43c0-98b0-4b266a488422	jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A209-11A-42D-A161-05.txt	BRCA	TCGA-BH-A209-11A-42D-A161-05	Normal
594f88bb-dd16-4169-9518-a78707ce98c3	jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-RC-A7SH-01A-11D-A383-05.txt	LIHC	TCGA-RC-A7SH-01A-11D-A383-05	Tumor
b34947fa-1825-4f2d-8157-c5404aeca30b	jhu-usc.edu_LUAD.HumanMethylation450.4.lvl-3.TCGA-05-4410-01A-21D-1856-05.txt	LUAD	TCGA-05-4410-01A-21D-1856-05	Tumor
b922cb82-8e49-4d84-a8e8-d701582282fb	jhu-usc.edu_BLCA.HumanMethylation450.5.lvl-3.TCGA-H4-A2HQ-01A-11D-A17Y-05.txt	BLCA	TCGA-H4-A2HQ-01A-11D-A17Y-05	Tumor
39169fca-4b1b-476b-86b9-421f7491e854	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-A2-A1FX-01A-11D-A13K-05.txt	BRCA	TCGA-A2-A1FX-01A-11D-A13K-05	Tumor
da91875d-5403-4202-b9f1-d81500e6a6d0	jhu-usc.edu_PAAD.HumanMethylation450.8.lvl-3.TCGA-YB-A89D-01A-12D-A368-05.txt	PAAD	TCGA-YB-A89D-01A-12D-A368-05	Tumor
95a35c5d-2ee9-4e3c-8513-7639d80e1304	jhu-usc.edu_PCPG.HumanMethylation450.1.lvl-3.TCGA-WB-A81V-01A-11D-A35J-05.txt	PCPG	TCGA-WB-A81V-01A-11D-A35J-05	Tumor
f4d64cd6-32e1-466c-b852-6d91f3a3c135	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-74-6573-01A-12D-1844-05.txt	GBM	TCGA-74-6573-01A-12D-1844-05	Tumor
f2c79061-1763-42df-802e-315b8d4b8405	jhu-usc.edu_TGCT.HumanMethylation450.1.lvl-3.TCGA-2G-AAFN-01A-31D-A42Z-05.txt	TGCT	TCGA-2G-AAFN-01A-31D-A42Z-05	Tumor
c5940fb7-d299-4a1c-8bf6-67acadc3329e	jhu-usc.edu_BLCA.HumanMethylation450.22.lvl-3.TCGA-DK-AA6M-01A-11D-A392-05.txt	BLCA	TCGA-DK-AA6M-01A-11D-A392-05	Tumor
9dd0e585-e15e-4cbe-b70d-9b25b0ad1a3c	jhu-usc.edu_LIHC.HumanMethylation450.16.lvl-3.TCGA-2Y-A9H6-01A-11D-A39G-05.txt	LIHC	TCGA-2Y-A9H6-01A-11D-A39G-05	Tumor
a2aab2ca-72fd-4ec5-a47b-30f9940467c3	jhu-usc.edu_BLCA.HumanMethylation450.1.lvl-3.TCGA-C4-A0F7-01A-11D-A10W-05.txt	BLCA	TCGA-C4-A0F7-01A-11D-A10W-05	Tumor
1b12ef85-490e-4afc-85a5-70651bf951d9	jhu-usc.edu_UCEC.HumanMethylation450.14.lvl-3.TCGA-AJ-A2QL-01A-11D-A18O-05.txt	UCEC	TCGA-AJ-A2QL-01A-11D-A18O-05	Tumor
8f1b19f8-75f1-4315-9965-844159cc85a4	jhu-usc.edu_PRAD.HumanMethylation450.1.lvl-3.TCGA-CH-5765-11A-01D-1578-05.txt	PRAD	TCGA-CH-5765-11A-01D-1578-05	Normal
4dd50313-6752-474f-ace7-e9427ccbda00	jhu-usc.edu_CESC.HumanMethylation450.1.lvl-3.TCGA-C5-A1BL-01A-11D-A13Z-05.txt	CESC	TCGA-C5-A1BL-01A-11D-A13Z-05	Tumor
f5f9308c-2942-4ff8-a95e-786844e469d6	jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A1EE-11A-11D-A132-05.txt	LIHC	TCGA-DD-A1EE-11A-11D-A132-05	Normal
89f84769-c924-4b3d-b222-b394e727fc4a	jhu-usc.edu_HNSC.HumanMethylation450.15.lvl-3.TCGA-BA-A6DF-01A-11D-A30F-05.txt	HNSC	TCGA-BA-A6DF-01A-11D-A30F-05	Tumor
1bb65f95-82a2-4bee-80db-cd84c02409f6	jhu-usc.edu_LAML.HumanMethylation450.2.lvl-3.TCGA-AB-2862-03A-01D-0741-05.txt	LAML	TCGA-AB-2862-03A-01D-0741-05	Tumor
d9d6a8d0-1a0c-4bcb-9dd4-bffbcc112756	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-4863-01A-01D-1500-05.txt	KIRC	TCGA-CZ-4863-01A-01D-1500-05	Tumor
821b2811-6db8-4505-a677-516fdfdd73ed	jhu-usc.edu_LUSC.HumanMethylation450.16.lvl-3.TCGA-85-A513-01A-12D-A26N-05.txt	LUSC	TCGA-85-A513-01A-12D-A26N-05	Tumor
ee9aff4d-f6e4-4a62-ae55-edd3967372fb	jhu-usc.edu_LUSC.HumanMethylation450.15.lvl-3.TCGA-85-A50M-01A-21D-A25R-05.txt	LUSC	TCGA-85-A50M-01A-21D-A25R-05	Tumor
61555a36-f1d9-4218-92ea-1c3d23d96b12	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B0-5711-01A-11D-1670-05.txt	KIRC	TCGA-B0-5711-01A-11D-1670-05	Tumor
a1053330-cac4-40d1-91c1-3632032a3d52	jhu-usc.edu_ACC.HumanMethylation450.1.lvl-3.TCGA-OU-A5PI-01A-12D-A29J-05.txt	ACC	TCGA-OU-A5PI-01A-12D-A29J-05	Tumor
5dceab06-767f-4941-bb55-de95beb85394	jhu-usc.edu_PRAD.HumanMethylation450.2.lvl-3.TCGA-G9-6332-11A-01D-1787-05.txt	PRAD	TCGA-G9-6332-11A-01D-1787-05	Normal
4ad1c52a-7768-4bf5-b852-73633a58f57c	jhu-usc.edu_SKCM.HumanMethylation450.1.lvl-3.TCGA-D9-A1X3-06A-11D-A19C-05.txt	SKCM	TCGA-D9-A1X3-06A-11D-A19C-05	Tumor
bf719176-86fc-4add-a998-3592efe45bc2	jhu-usc.edu_KIRC.HumanMethylation450.2.lvl-3.TCGA-B0-5102-11A-01D-1418-05.txt	KIRC	TCGA-B0-5102-11A-01D-1418-05	Normal
2a67c0bf-c9f2-4805-ac89-c0089df6e65c	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-UF-A719-01A-12D-A34K-05.txt	HNSC	TCGA-UF-A719-01A-12D-A34K-05	Tumor
8d1d45d8-db70-4efb-80ab-4a32b128a185	jhu-usc.edu_KIRP.HumanMethylation450.4.lvl-3.TCGA-G7-7502-01A-11D-2202-05.txt	KIRP	TCGA-G7-7502-01A-11D-2202-05	Tumor
6d3f0991-f5a3-45a4-8ece-8f479c0199b0	jhu-usc.edu_UCEC.HumanMethylation450.3.lvl-3.TCGA-B5-A11Q-01A-11D-A123-05.txt	UCEC	TCGA-B5-A11Q-01A-11D-A123-05	Tumor
0e7af699-0fa0-46ff-a89b-6d9561c7c89e	jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AAE4-01A-11D-A40S-05.txt	LIHC	TCGA-DD-AAE4-01A-11D-A40S-05	Tumor
979f03c4-562f-435a-9c5b-f837e7b55e88	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-CF-A9FM-01A-11D-A38H-05.txt	BLCA	TCGA-CF-A9FM-01A-11D-A38H-05	Tumor
33b1d544-4946-44a7-a15f-230e07e95197	jhu-usc.edu_BRCA.HumanMethylation450.24.lvl-3.TCGA-A2-A3XT-01A-11D-A230-05.txt	BRCA	TCGA-A2-A3XT-01A-11D-A230-05	Tumor
e8c9a9b2-895a-4b5d-97d8-c95ce33d1ad2	jhu-usc.edu_LGG.HumanMethylation450.2.lvl-3.TCGA-DU-6403-01A-11D-1706-05.txt	LGG	TCGA-DU-6403-01A-11D-1706-05	Tumor
c707eb42-20e6-4a71-85dc-2fa0ece871d9	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4718-01A-01D-1275-05.txt	KIRC	TCGA-B0-4718-01A-01D-1275-05	Tumor
9a7f70c9-6cf9-4323-b74e-12e261749b54	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5470-01A-01D-1500-05.txt	KIRC	TCGA-CZ-5470-01A-01D-1500-05	Tumor
028fa772-1add-47ee-851e-412af13a1789	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-UY-A9PA-01A-11D-A38H-05.txt	BLCA	TCGA-UY-A9PA-01A-11D-A38H-05	Tumor
16468220-8726-43bf-b1d4-bb4490f52b82	jhu-usc.edu_LUAD.HumanMethylation450.15.lvl-3.TCGA-86-A4P8-01A-11D-A24U-05.txt	LUAD	TCGA-86-A4P8-01A-11D-A24U-05	Tumor
785b936f-4136-4252-b169-ff56bdd2ae82	jhu-usc.edu_HNSC.HumanMethylation450.5.lvl-3.TCGA-CV-6938-11A-01D-1913-05.txt	HNSC	TCGA-CV-6938-11A-01D-1913-05	Normal
b3ae5c41-4d5e-4425-a239-1b884d048fd0	jhu-usc.edu_LIHC.HumanMethylation450.19.lvl-3.TCGA-DD-AADC-01A-11D-A40S-05.txt	LIHC	TCGA-DD-AADC-01A-11D-A40S-05	Tumor
4ca18f9e-0768-4774-8879-734009b63ee6	jhu-usc.edu_CESC.HumanMethylation450.13.lvl-3.TCGA-C5-A7CK-01A-11D-A32T-05.txt	CESC	TCGA-C5-A7CK-01A-11D-A32T-05	Tumor
3c928f08-7a62-40ff-ab3b-1c832255549e	jhu-usc.edu_BRCA.HumanMethylation450.31.lvl-3.TCGA-LL-A740-01A-21D-A32T-05.txt	BRCA	TCGA-LL-A740-01A-21D-A32T-05	Tumor
c72f61c0-a5cf-4553-9c5e-b0deb6f55e52	jhu-usc.edu_PAAD.HumanMethylation450.11.lvl-3.TCGA-2L-AAQI-01A-12D-A398-05.txt	PAAD	TCGA-2L-AAQI-01A-12D-A398-05	Tumor
3860138a-25bd-4e99-af9b-d033e798b0c7	jhu-usc.edu_BLCA.HumanMethylation450.9.lvl-3.TCGA-DK-A3X1-01A-12D-A231-05.txt	BLCA	TCGA-DK-A3X1-01A-12D-A231-05	Tumor
2f33913b-1fa6-495f-9ae6-79022e6f1458	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-KS-A4IC-01A-11D-A258-05.txt	THCA	TCGA-KS-A4IC-01A-11D-A258-05	Tumor
1049309b-2ec0-4cd8-95c2-5f48a2a83c1e	jhu-usc.edu_BRCA.HumanMethylation450.15.lvl-3.TCGA-E9-A249-01A-11D-A16A-05.txt	BRCA	TCGA-E9-A249-01A-11D-A16A-05	Tumor
46f746d9-c83c-439c-82a7-d752717fb000	jhu-usc.edu_UCS.HumanMethylation450.1.lvl-3.TCGA-NA-A4R0-01A-11D-A28S-05.txt	UCS	TCGA-NA-A4R0-01A-11D-A28S-05	Tumor
0651a8df-2031-4197-8503-bab6df8c8a85	jhu-usc.edu_STAD.HumanMethylation450.6.lvl-3.TCGA-BR-8364-01A-11D-2342-05.txt	STAD	TCGA-BR-8364-01A-11D-2342-05	Tumor
22f50c3d-6e5c-42e1-af4c-c5501603efc9	jhu-usc.edu_SKCM.HumanMethylation450.9.lvl-3.TCGA-GN-A4U8-06A-11D-A32S-05.txt	SKCM	TCGA-GN-A4U8-06A-11D-A32S-05	Tumor
32b9ecba-e261-4f61-8460-c802883c040e	jhu-usc.edu_BRCA.HumanMethylation450.10.lvl-3.TCGA-D8-A1J8-01A-11D-A13K-05.txt	BRCA	TCGA-D8-A1J8-01A-11D-A13K-05	Tumor
cb7f0734-5a90-4cd7-8506-c2c06a0974a1	jhu-usc.edu_COAD.HumanMethylation450.1.lvl-3.TCGA-AA-3488-11A-01D-1407-05.txt	COAD	TCGA-AA-3488-11A-01D-1407-05	Normal
7fc384de-5cf4-4e1d-a8a7-3dcf785e5cd7	jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-KK-A8IG-01A-11D-A365-05.txt	PRAD	TCGA-KK-A8IG-01A-11D-A365-05	Tumor
58d75dcd-d204-40c1-9c1f-1b48a9e1006f	jhu-usc.edu_BRCA.HumanMethylation450.9.lvl-3.TCGA-BH-A1EO-01A-11D-A138-05.txt	BRCA	TCGA-BH-A1EO-01A-11D-A138-05	Tumor
3f946503-6fb2-49de-8601-c49175a1dfa4	jhu-usc.edu_LIHC.HumanMethylation450.2.lvl-3.TCGA-BC-A217-01A-11D-A153-05.txt	LIHC	TCGA-BC-A217-01A-11D-A153-05	Tumor
d583f6b1-6c80-4fb3-bd92-9e670caa7a47	jhu-usc.edu_STAD.HumanMethylation450.13.lvl-3.TCGA-R5-A7ZF-01A-11D-A34V-05.txt	STAD	TCGA-R5-A7ZF-01A-11D-A34V-05	Tumor
11d43f86-57eb-4c06-8242-c027f5e52e77	jhu-usc.edu_BRCA.HumanMethylation450.16.lvl-3.TCGA-D8-A27G-01A-11D-A16G-05.txt	BRCA	TCGA-D8-A27G-01A-11D-A16G-05	Tumor
95201ff1-3ffc-4910-a75c-d7da9b6502e0	jhu-usc.edu_STAD.HumanMethylation450.8.lvl-3.TCGA-HU-A4GY-01A-21D-A24I-05.txt	STAD	TCGA-HU-A4GY-01A-21D-A24I-05	Tumor
31851418-8af7-41aa-9c19-f26fef5bfe35	jhu-usc.edu_HNSC.HumanMethylation450.17.lvl-3.TCGA-P3-A6SX-01A-11D-A34K-05.txt	HNSC	TCGA-P3-A6SX-01A-11D-A34K-05	Tumor
51b061a6-bb87-430d-95e5-8f95a496e245	jhu-usc.edu_SKCM.HumanMethylation450.1.lvl-3.TCGA-FS-A1ZG-06A-11D-A19C-05.txt	SKCM	TCGA-FS-A1ZG-06A-11D-A19C-05	Tumor
c3e810aa-2e4a-4a59-a233-42d4c3cff241	jhu-usc.edu_BLCA.HumanMethylation450.11.lvl-3.TCGA-GV-A3QI-01A-11D-A223-05.txt	BLCA	TCGA-GV-A3QI-01A-11D-A223-05	Tumor
04660ba8-df7a-4dd1-93ad-33b7fe10b259	jhu-usc.edu_LUSC.HumanMethylation450.4.lvl-3.TCGA-33-6737-01A-11D-1818-05.txt	LUSC	TCGA-33-6737-01A-11D-1818-05	Tumor
f4d91920-8950-420e-994d-829bfe31b76f	jhu-usc.edu_PRAD.HumanMethylation450.13.lvl-3.TCGA-KK-A7AU-01A-11D-A32C-05.txt	PRAD	TCGA-KK-A7AU-01A-11D-A32C-05	Tumor
f626b6a1-3d7f-466b-a9b3-14cf07df3623	jhu-usc.edu_SARC.HumanMethylation450.3.lvl-3.TCGA-IE-A4EJ-01A-11D-A24W-05.txt	SARC	TCGA-IE-A4EJ-01A-11D-A24W-05	Tumor
342ab2a3-643d-45c4-ba4e-c9536c120184	jhu-usc.edu_LIHC.HumanMethylation450.18.lvl-3.TCGA-YA-A8S7-01A-11D-A36Y-05.txt	LIHC	TCGA-YA-A8S7-01A-11D-A36Y-05	Tumor
76326bc8-047f-45fb-af71-0b14a74c22d5	jhu-usc.edu_PRAD.HumanMethylation450.15.lvl-3.TCGA-J4-A83L-01A-11D-A34V-05.txt	PRAD	TCGA-J4-A83L-01A-11D-A34V-05	Tumor
6324bc3c-f5d1-45a2-a59b-58a4fba0ff8c	jhu-usc.edu_THCA.HumanMethylation450.16.lvl-3.TCGA-EL-A4KD-01A-11D-A258-05.txt	THCA	TCGA-EL-A4KD-01A-11D-A258-05	Tumor
480c2f99-c5d9-4761-bad3-744d8015f07a	jhu-usc.edu_BLCA.HumanMethylation450.8.lvl-3.TCGA-FD-A3B8-01A-31D-A211-05.txt	BLCA	TCGA-FD-A3B8-01A-31D-A211-05	Tumor
599aa455-986d-4734-ba55-ca52aa71c706	jhu-usc.edu_LIHC.HumanMethylation450.15.lvl-3.TCGA-2Y-A9H1-01A-11D-A383-05.txt	LIHC	TCGA-2Y-A9H1-01A-11D-A383-05	Tumor
d2e991b8-0efa-49b1-8fed-83cce60f3c4f	jhu-usc.edu_PRAD.HumanMethylation450.5.lvl-3.TCGA-HC-8256-01A-11D-2261-05.txt	PRAD	TCGA-HC-8256-01A-11D-2261-05	Tumor
4ba80dcf-e898-47f9-aabb-f864311e00d4	jhu-usc.edu_PCPG.HumanMethylation450.1.lvl-3.TCGA-S7-A7X0-01A-12D-A35J-05.txt	PCPG	TCGA-S7-A7X0-01A-12D-A35J-05	Tumor
03bb8dbe-a8f9-4813-ad64-e2f149f97371	jhu-usc.edu_BRCA.HumanMethylation450.32.lvl-3.TCGA-D8-A73U-01A-11D-A33F-05.txt	BRCA	TCGA-D8-A73U-01A-11D-A33F-05	Tumor
1f9582e8-6cfe-458a-b759-91549169d120	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-CZ-5982-01A-11D-1670-05.txt	KIRC	TCGA-CZ-5982-01A-11D-1670-05	Tumor
d318c8c0-7201-4a98-a31d-93139ba65385	jhu-usc.edu_LUSC.HumanMethylation450.15.lvl-3.TCGA-O2-A52S-01A-11D-A25R-05.txt	LUSC	TCGA-O2-A52S-01A-11D-A25R-05	Tumor
84d0016b-8614-431e-9231-33b6f4463da7	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-DQ-5629-01A-01D-1871-05.txt	HNSC	TCGA-DQ-5629-01A-01D-1871-05	Tumor
a5bd22ec-03c3-41c1-a818-2c304c896434	jhu-usc.edu_READ.HumanMethylation450.4.lvl-3.TCGA-DY-A1DD-01A-21D-A153-05.txt	READ	TCGA-DY-A1DD-01A-21D-A153-05	Tumor
b5c3c88c-fa30-4df5-ba10-9f6d0f5451e1	jhu-usc.edu_COAD.HumanMethylation450.6.lvl-3.TCGA-F4-6809-01A-11D-1837-05.txt	COAD	TCGA-F4-6809-01A-11D-1837-05	Tumor
88715291-bd3d-4561-864c-ba3c2a6b2fab	jhu-usc.edu_PAAD.HumanMethylation450.8.lvl-3.TCGA-XN-A8T3-01A-11D-A368-05.txt	PAAD	TCGA-XN-A8T3-01A-11D-A368-05	Tumor
36902da9-c181-405f-909b-e7f4bbfb56b5	jhu-usc.edu_SKCM.HumanMethylation450.1.lvl-3.TCGA-EE-A2GH-06A-11D-A19B-05.txt	SKCM	TCGA-EE-A2GH-06A-11D-A19B-05	Tumor
82a1f43c-6c5f-444e-9941-9fe62959a9a8	jhu-usc.edu_PRAD.HumanMethylation450.16.lvl-3.TCGA-KK-A8IC-01A-11D-A365-05.txt	PRAD	TCGA-KK-A8IC-01A-11D-A365-05	Tumor
5891198c-776d-4715-85cd-c9a3d66149d6	jhu-usc.edu_HNSC.HumanMethylation450.4.lvl-3.TCGA-DQ-5630-01A-01D-1871-05.txt	HNSC	TCGA-DQ-5630-01A-01D-1871-05	Tumor
85693619-c4fa-4270-bd49-804a9240e7ed	jhu-usc.edu_HNSC.HumanMethylation450.11.lvl-3.TCGA-CV-A45T-01A-11D-A24I-05.txt	HNSC	TCGA-CV-A45T-01A-11D-A24I-05	Tumor
424d42fc-813d-45c9-ae9b-2382ee41408c	jhu-usc.edu_BLCA.HumanMethylation450.21.lvl-3.TCGA-E7-A97P-01A-11D-A38H-05.txt	BLCA	TCGA-E7-A97P-01A-11D-A38H-05	Tumor
c4bed16b-0eb1-4da2-8186-59cfa2b6a57f	jhu-usc.edu_SARC.HumanMethylation450.3.lvl-3.TCGA-DX-A1KZ-01A-11D-A24W-05.txt	SARC	TCGA-DX-A1KZ-01A-11D-A24W-05	Tumor
cf26ac8e-1c0a-4a7d-bbee-3d6e9d298bd5	jhu-usc.edu_LAML.HumanMethylation450.2.lvl-3.TCGA-AB-2884-03A-01D-0742-05.txt	LAML	TCGA-AB-2884-03A-01D-0742-05	Tumor
9c30a0f0-da32-4f1e-8138-81516c1a476d	jhu-usc.edu_LGG.HumanMethylation450.16.lvl-3.TCGA-WY-A85B-01A-11D-A368-05.txt	LGG	TCGA-WY-A85B-01A-11D-A368-05	Tumor
9643fcfe-1e69-4747-80a8-dce6317f5540	jhu-usc.edu_PRAD.HumanMethylation450.3.lvl-3.TCGA-G9-6342-01A-11D-1963-05.txt	PRAD	TCGA-G9-6342-01A-11D-1963-05	Tumor
285d01fd-f28a-4e6f-b040-36425075f405	jhu-usc.edu_PCPG.HumanMethylation450.1.lvl-3.TCGA-XG-A823-01A-11D-A35J-05.txt	PCPG	TCGA-XG-A823-01A-11D-A35J-05	Tumor
3f4efe1c-d736-4e19-a7af-56f153150f43	jhu-usc.edu_PCPG.HumanMethylation450.1.lvl-3.TCGA-QR-A6GY-01A-11D-A35E-05.txt	PCPG	TCGA-QR-A6GY-01A-11D-A35E-05	Tumor
89059fee-ab40-4213-961b-7047fa3808b6	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4703-01A-01D-1275-05.txt	KIRC	TCGA-B0-4703-01A-01D-1275-05	Tumor
79b835c3-89f0-4365-b61f-c91386f0dda1	jhu-usc.edu_SKCM.HumanMethylation450.5.lvl-3.TCGA-FS-A4F0-06A-11D-A24V-05.txt	SKCM	TCGA-FS-A4F0-06A-11D-A24V-05	Tumor
8c12b4c8-244f-4ce0-99e7-cb8e0afecb64	jhu-usc.edu_SKCM.HumanMethylation450.9.lvl-3.TCGA-D9-A6EG-06A-12D-A32S-05.txt	SKCM	TCGA-D9-A6EG-06A-12D-A32S-05	Tumor
49c07dc6-42be-4397-93cc-1c13df6c9cce	jhu-usc.edu_CESC.HumanMethylation450.12.lvl-3.TCGA-DS-A5RQ-01A-11D-A28C-05.txt	CESC	TCGA-DS-A5RQ-01A-11D-A28C-05	Tumor
62e027b1-7448-4643-8306-48bf98a3e739	jhu-usc.edu_BRCA.HumanMethylation450.14.lvl-3.TCGA-BH-A208-01A-11D-A161-05.txt	BRCA	TCGA-BH-A208-01A-11D-A161-05	Tumor
65e3bde2-96a8-4f52-afea-114e03bfd558	jhu-usc.edu_LIHC.HumanMethylation450.1.lvl-3.TCGA-DD-A1EB-11A-11D-A132-05.txt	LIHC	TCGA-DD-A1EB-11A-11D-A132-05	Normal
0d84babd-d84a-4b62-9362-9338d4c429f7	jhu-usc.edu_LIHC.HumanMethylation450.7.lvl-3.TCGA-DD-A4NA-01A-11D-A264-05.txt	LIHC	TCGA-DD-A4NA-01A-11D-A264-05	Tumor
c2bc5393-2fd3-4cb4-a755-55038fc5712e	jhu-usc.edu_PRAD.HumanMethylation450.7.lvl-3.TCGA-KC-A4BL-01A-31D-A258-05.txt	PRAD	TCGA-KC-A4BL-01A-31D-A258-05	Tumor
