uuid	filename	cancer	TCGA_barcode	tumor_or_normal
f41f80dc-43f6-4bf8-a3f8-e19623736068	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-04-1644-11A-01D-1047-05.gdc_hg38.txt	OV	TCGA-04-1644-11A-01D-1047-05	Normal
03cf0acd-143a-4916-a283-42e68ff8c414	jhu-usc.edu_READ.HumanMethylation27.7.lvl-3.TCGA-AG-4007-01A-01D-1116-05.gdc_hg38.txt	READ	TCGA-AG-4007-01A-01D-1116-05	Tumor
813380a6-2065-4f2d-a93e-926cd078781d	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-29-2431-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-29-2431-01A-01D-1047-05	Tumor
2f6a5295-d414-4dad-94b9-d5391a5aa29b	jhu-usc.edu_OV.HumanMethylation27.8.lvl-3.TCGA-29-1695-01A-01D-0563-05.gdc_hg38.txt	OV	TCGA-29-1695-01A-01D-0563-05	Tumor
f50215b5-c2b8-4c84-bc84-9cb5ecd7d771	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-59-2354-01A-01D-0708-05.gdc_hg38.txt	OV	TCGA-59-2354-01A-01D-0708-05	Tumor
1eb4e8f9-c27e-4a39-834f-bb2e38f26fba	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-24-2281-01A-01D-0708-05.gdc_hg38.txt	OV	TCGA-24-2281-01A-01D-0708-05	Tumor
444e64c4-1de6-4c87-9e5d-f1a9c21a6eb5	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-36-2538-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-36-2538-01A-01D-1047-05	Tumor
6cd15002-a225-42db-a062-96a81b81ef59	jhu-usc.edu_OV.HumanMethylation27.8.lvl-3.TCGA-20-1682-01A-01D-0563-05.gdc_hg38.txt	OV	TCGA-20-1682-01A-01D-0563-05	Tumor
ad37c96c-aa35-451c-a148-115bf2f04870	jhu-usc.edu_OV.HumanMethylation27.13.lvl-3.TCGA-29-1710-02A-01D-0807-05.gdc_hg38.txt	OV	TCGA-29-1710-02A-01D-0807-05	Tumor
d7fa3003-88c5-4a67-9272-2277df6de165	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-42-2591-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-42-2591-01A-01D-1047-05	Tumor
7a67da57-8d1b-4ac8-a0b4-93dcacc4e754	jhu-usc.edu_OV.HumanMethylation27.10.lvl-3.TCGA-10-0925-01B-01D-0652-05.gdc_hg38.txt	OV	TCGA-10-0925-01B-01D-0652-05	Tumor
6f56a862-042f-4479-a9e6-101595c76aea	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-24-2038-01A-01D-0667-05.gdc_hg38.txt	OV	TCGA-24-2038-01A-01D-0667-05	Tumor
5f56d706-74e7-4d1b-9481-51ccdae05da9	jhu-usc.edu_OV.HumanMethylation27.4.lvl-3.TCGA-25-1316-01A-01D-0460-05.gdc_hg38.txt	OV	TCGA-25-1316-01A-01D-0460-05	Tumor
3c814c10-f47e-4223-bfb3-41306aa00728	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-01-0628-11A-01D-0383-05.gdc_hg38.txt	OV	TCGA-01-0628-11A-01D-0383-05	Normal
efaabf1f-2309-4d2e-8104-d54b461972fa	jhu-usc.edu_READ.HumanMethylation27.3.lvl-3.TCGA-AG-A008-01A-01D-A004-05.gdc_hg38.txt	READ	TCGA-AG-A008-01A-01D-A004-05	Tumor
2fab7f1e-2e05-415b-97ac-d7ff76d84df8	jhu-usc.edu_OV.HumanMethylation27.10.lvl-3.TCGA-57-1993-01A-01D-0652-05.gdc_hg38.txt	OV	TCGA-57-1993-01A-01D-0652-05	Tumor
82ba4910-e287-4479-a636-c59d3e629a92	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-24-1546-01A-01D-0536-05.gdc_hg38.txt	OV	TCGA-24-1546-01A-01D-0536-05	Tumor
ee3a3015-5ecf-4283-b2e3-f1b407838b8b	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-09-1662-01A-01D-0536-05.gdc_hg38.txt	OV	TCGA-09-1662-01A-01D-0536-05	Tumor
85444937-e009-4149-977b-f33c26cd5440	jhu-usc.edu_READ.HumanMethylation27.3.lvl-3.TCGA-AG-A014-01A-02D-A004-05.gdc_hg38.txt	READ	TCGA-AG-A014-01A-02D-A004-05	Tumor
9c9507fb-c417-42a2-aeda-b5ad635a3a20	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-24-1103-01A-01D-0432-05.gdc_hg38.txt	OV	TCGA-24-1103-01A-01D-0432-05	Tumor
a4f94f00-bb6e-406a-8f51-c09623743a52	jhu-usc.edu_OV.HumanMethylation27.5.lvl-3.TCGA-24-1434-01A-01D-0475-05.gdc_hg38.txt	OV	TCGA-24-1434-01A-01D-0475-05	Tumor
69edc2bb-8945-48fd-93e7-b6a176f5be98	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-36-2540-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-36-2540-01A-01D-1047-05	Tumor
76886b40-0185-4f5c-8b6f-39b9ebc70576	jhu-usc.edu_OV.HumanMethylation27.6.lvl-3.TCGA-04-1542-01A-01D-0501-05.gdc_hg38.txt	OV	TCGA-04-1542-01A-01D-0501-05	Tumor
84225bd9-a946-44bc-8cc6-c7ff4a6c9df8	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-61-2003-01A-01D-0667-05.gdc_hg38.txt	OV	TCGA-61-2003-01A-01D-0667-05	Tumor
fc114fba-3644-4f2c-8557-6b26b8eb29f4	jhu-usc.edu_OV.HumanMethylation27.2.lvl-3.TCGA-13-0899-01A-01D-0402-05.gdc_hg38.txt	OV	TCGA-13-0899-01A-01D-0402-05	Tumor
24b06140-9916-4d0b-857e-5a8bfe7228bb	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-04-1519-01A-01D-0536-05.gdc_hg38.txt	OV	TCGA-04-1519-01A-01D-0536-05	Tumor
9bf6c509-49f0-4062-8c0c-d97b734a4fe0	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-23-2641-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-23-2641-01A-01D-1047-05	Tumor
9709f57c-0e1e-4247-99e3-a69b9753b1fd	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-23-2649-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-23-2649-01A-01D-1047-05	Tumor
9fd1aae7-bf08-434d-aea8-6df8ddaadfe5	jhu-usc.edu_OV.HumanMethylation27.2.lvl-3.TCGA-13-0924-01A-01D-0402-05.gdc_hg38.txt	OV	TCGA-13-0924-01A-01D-0402-05	Tumor
78935dde-5177-4511-ba3d-21ba49690c02	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-13-0762-01A-01D-0359-05.gdc_hg38.txt	OV	TCGA-13-0762-01A-01D-0359-05	Tumor
478de08f-d7e8-4ba7-b2a9-8c64bc0de311	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-61-2613-01A-01D-1138-05.gdc_hg38.txt	OV	TCGA-61-2613-01A-01D-1138-05	Tumor
05bf178f-2231-4f11-8eb8-04d01755bdf1	jhu-usc.edu_OV.HumanMethylation27.9.lvl-3.TCGA-61-1901-01A-01D-0581-05.gdc_hg38.txt	OV	TCGA-61-1901-01A-01D-0581-05	Tumor
52b5a03b-73fe-4958-afa6-77c6734b60cc	jhu-usc.edu_OV.HumanMethylation27.10.lvl-3.TCGA-30-1869-01A-01D-0652-05.gdc_hg38.txt	OV	TCGA-30-1869-01A-01D-0652-05	Tumor
6ba7b6cb-56bf-4081-93b8-0c4739924646	jhu-usc.edu_OV.HumanMethylation27.13.lvl-3.TCGA-13-1819-02A-01D-0807-05.gdc_hg38.txt	OV	TCGA-13-1819-02A-01D-0807-05	Tumor
c50afe33-4071-4878-86a8-badbc9386caa	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-42-2593-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-42-2593-01A-01D-1047-05	Tumor
d18ee60e-11b9-4a96-9c72-a668d038990a	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-23-1113-01A-01D-0432-05.gdc_hg38.txt	OV	TCGA-23-1113-01A-01D-0432-05	Tumor
4fc41ccd-12e1-4876-9dd0-400d6e0afead	jhu-usc.edu_OV.HumanMethylation27.10.lvl-3.TCGA-24-1923-01A-01D-0652-05.gdc_hg38.txt	OV	TCGA-24-1923-01A-01D-0652-05	Tumor
51542ac7-2bdf-4529-92f1-90ee804ccd24	jhu-usc.edu_OV.HumanMethylation27.9.lvl-3.TCGA-30-1855-01A-01D-0581-05.gdc_hg38.txt	OV	TCGA-30-1855-01A-01D-0581-05	Tumor
81b1f90a-a47a-4b65-9b76-ec02b48d7ce1	jhu-usc.edu_READ.HumanMethylation27.7.lvl-3.TCGA-AG-3909-01A-01D-1116-05.gdc_hg38.txt	READ	TCGA-AG-3909-01A-01D-1116-05	Tumor
027cfc15-c044-4e83-bcfc-65531be08ba3	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-23-1024-01A-02D-0432-05.gdc_hg38.txt	OV	TCGA-23-1024-01A-02D-0432-05	Tumor
8f1f0712-546d-45a4-8e1a-24982795936a	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-24-2260-01A-01D-0667-05.gdc_hg38.txt	OV	TCGA-24-2260-01A-01D-0667-05	Tumor
ca160a3c-3cf6-44a6-9005-3e75f669d265	jhu-usc.edu_OV.HumanMethylation27.6.lvl-3.TCGA-24-1471-01A-01D-0501-05.gdc_hg38.txt	OV	TCGA-24-1471-01A-01D-0501-05	Tumor
3e7aa4d4-2ac8-4f66-ae00-7da931ac28a4	jhu-usc.edu_READ.HumanMethylation27.4.lvl-3.TCGA-AG-A02X-01A-01D-A00B-05.gdc_hg38.txt	READ	TCGA-AG-A02X-01A-01D-A00B-05	Tumor
385369e0-9dce-4fbc-8598-c7e68a13f5d4	jhu-usc.edu_OV.HumanMethylation27.6.lvl-3.TCGA-04-1514-01A-01D-0501-05.gdc_hg38.txt	OV	TCGA-04-1514-01A-01D-0501-05	Tumor
757e39d7-7e78-4a12-a042-690023f05c55	jhu-usc.edu_READ.HumanMethylation27.2.lvl-3.TCGA-AG-3600-01A-01D-0825-05.gdc_hg38.txt	READ	TCGA-AG-3600-01A-01D-0825-05	Tumor
4e2ad466-9c18-4102-8982-c4a708e0f462	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-36-2529-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-36-2529-01A-01D-1047-05	Tumor
ca7d7f36-f330-461f-8163-db0387f44809	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-13-0791-01A-01D-0359-05.gdc_hg38.txt	OV	TCGA-13-0791-01A-01D-0359-05	Tumor
d8ff8c8f-ae83-4ec3-a85a-e17e2abc2e96	jhu-usc.edu_OV.HumanMethylation27.4.lvl-3.TCGA-04-1350-01A-01D-0460-05.gdc_hg38.txt	OV	TCGA-04-1350-01A-01D-0460-05	Tumor
78f83d34-eac7-4279-b59f-18814d002ae4	jhu-usc.edu_OV.HumanMethylation27.6.lvl-3.TCGA-04-1530-01A-02D-0501-05.gdc_hg38.txt	OV	TCGA-04-1530-01A-02D-0501-05	Tumor
234ca581-1f86-4242-886d-6f27873398c7	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-25-2409-01A-01D-0708-05.gdc_hg38.txt	OV	TCGA-25-2409-01A-01D-0708-05	Tumor
65a6e5e9-345f-458a-9bac-77f5fcd1532e	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-09-2053-01C-01D-0667-05.gdc_hg38.txt	OV	TCGA-09-2053-01C-01D-0667-05	Tumor
1b77fcae-1787-4c07-82b0-52db8740e0ac	jhu-usc.edu_OV.HumanMethylation27.10.lvl-3.TCGA-31-1953-01A-01D-0652-05.gdc_hg38.txt	OV	TCGA-31-1953-01A-01D-0652-05	Tumor
c454a62d-7434-44e6-b42c-da54bc3778de	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-61-2008-01A-02D-0667-05.gdc_hg38.txt	OV	TCGA-61-2008-01A-02D-0667-05	Tumor
482f0023-2a7e-4e45-9556-d8b7701c1b14	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-61-2102-01A-01D-0667-05.gdc_hg38.txt	OV	TCGA-61-2102-01A-01D-0667-05	Tumor
6a8d735b-5d8c-4c3b-883c-0485b93acba6	jhu-usc.edu_READ.HumanMethylation27.2.lvl-3.TCGA-AG-3612-01A-01D-0825-05.gdc_hg38.txt	READ	TCGA-AG-3612-01A-01D-0825-05	Tumor
c71a06fa-efa8-44f3-a33f-1e604e2a6c73	jhu-usc.edu_OV.HumanMethylation27.10.lvl-3.TCGA-25-1878-01A-01D-0652-05.gdc_hg38.txt	OV	TCGA-25-1878-01A-01D-0652-05	Tumor
f8ea064c-3d23-406f-b6f0-dc4503a1022c	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-25-1631-01A-01D-0536-05.gdc_hg38.txt	OV	TCGA-25-1631-01A-01D-0536-05	Tumor
60415ac4-640d-4e13-848a-06db3425fb3a	jhu-usc.edu_READ.HumanMethylation27.6.lvl-3.TCGA-AF-2692-11A-01D-1552-05.gdc_hg38.txt	READ	TCGA-AF-2692-11A-01D-1552-05	Normal
f342e83b-427a-475b-99eb-6540003b11c3	jhu-usc.edu_OV.HumanMethylation27.5.lvl-3.TCGA-13-1488-01A-01D-0475-05.gdc_hg38.txt	OV	TCGA-13-1488-01A-01D-0475-05	Tumor
9c6903aa-1130-4356-bc2a-6bb3711a3947	jhu-usc.edu_OV.HumanMethylation27.13.lvl-3.TCGA-29-1692-02A-01D-0807-05.gdc_hg38.txt	OV	TCGA-29-1692-02A-01D-0807-05	Tumor
32facd7d-db7a-49ae-b6bc-5e515d8bcde8	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-09-2051-01A-01D-0708-05.gdc_hg38.txt	OV	TCGA-09-2051-01A-01D-0708-05	Tumor
e819bd6a-37b3-468b-9d1f-926e21ddbcb6	jhu-usc.edu_OV.HumanMethylation27.2.lvl-3.TCGA-13-0910-01A-01D-0402-05.gdc_hg38.txt	OV	TCGA-13-0910-01A-01D-0402-05	Tumor
6db0d012-fbc1-43ee-ab85-bc6fa9cbdfad	jhu-usc.edu_READ.HumanMethylation27.1.lvl-3.TCGA-AG-3587-01A-01D-0820-05.gdc_hg38.txt	READ	TCGA-AG-3587-01A-01D-0820-05	Tumor
7ba2530c-bbf3-4c1e-9e77-d51ff79be853	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-29-2429-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-29-2429-01A-01D-1047-05	Tumor
ab59bb28-0060-4c92-b92b-cf68f228f5b0	jhu-usc.edu_OV.HumanMethylation27.9.lvl-3.TCGA-04-1646-01A-01D-0581-05.gdc_hg38.txt	OV	TCGA-04-1646-01A-01D-0581-05	Tumor
c73f9d9d-40a7-46cf-83d6-c4f8c774b3a0	jhu-usc.edu_OV.HumanMethylation27.2.lvl-3.TCGA-10-0938-01A-02D-0402-05.gdc_hg38.txt	OV	TCGA-10-0938-01A-02D-0402-05	Tumor
4e255e36-8e1e-488b-aad7-2a0cb86bb6b5	jhu-usc.edu_OV.HumanMethylation27.6.lvl-3.TCGA-24-1555-01A-01D-0501-05.gdc_hg38.txt	OV	TCGA-24-1555-01A-01D-0501-05	Tumor
485baba8-0323-4569-afb7-a308b1aa0fb2	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-13-0805-01A-01D-0359-05.gdc_hg38.txt	OV	TCGA-13-0805-01A-01D-0359-05	Tumor
47d7d2c2-2782-442a-af90-f6b3a742d9ba	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-57-1584-01A-01D-0536-05.gdc_hg38.txt	OV	TCGA-57-1584-01A-01D-0536-05	Tumor
86b2ea1b-e07c-48a9-a3aa-617b06091380	jhu-usc.edu_OV.HumanMethylation27.7.lvl-3.TCGA-25-1623-01A-01D-0536-05.gdc_hg38.txt	OV	TCGA-25-1623-01A-01D-0536-05	Tumor
cb28beab-2c11-4774-9a16-887b46d1dc38	jhu-usc.edu_OV.HumanMethylation27.5.lvl-3.TCGA-13-1491-01A-01D-0475-05.gdc_hg38.txt	OV	TCGA-13-1491-01A-01D-0475-05	Tumor
d67af072-3926-41d0-9438-5be7aa29705b	jhu-usc.edu_OV.HumanMethylation27.15.lvl-3.TCGA-72-4234-01A-01D-1011-05.gdc_hg38.txt	OV	TCGA-72-4234-01A-01D-1011-05	Tumor
fbd4db4b-4da7-4cc7-8a6d-480653667f54	jhu-usc.edu_OV.HumanMethylation27.4.lvl-3.TCGA-04-1356-01A-01D-0460-05.gdc_hg38.txt	OV	TCGA-04-1356-01A-01D-0460-05	Tumor
dca34c6e-33ac-424f-956d-19e7eac22e36	jhu-usc.edu_OV.HumanMethylation27.14.lvl-3.TCGA-29-2436-01A-01D-1047-05.gdc_hg38.txt	OV	TCGA-29-2436-01A-01D-1047-05	Tumor
1b2ce1e7-92f8-48bd-99c4-ac3d784c7e1e	jhu-usc.edu_OV.HumanMethylation27.11.lvl-3.TCGA-24-2019-01A-02D-0667-05.gdc_hg38.txt	OV	TCGA-24-2019-01A-02D-0667-05	Tumor
d202954c-d6da-46ac-a069-63f686a86e58	jhu-usc.edu_OV.HumanMethylation27.2.lvl-3.TCGA-13-0891-01A-01D-0402-05.gdc_hg38.txt	OV	TCGA-13-0891-01A-01D-0402-05	Tumor
4e30d046-3c4a-4d0c-9bdd-31da62f58d19	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-09-2043-01A-01D-0708-05.gdc_hg38.txt	OV	TCGA-09-2043-01A-01D-0708-05	Tumor
7e3c3496-f5cb-4089-b1c3-9e04adb41d28	jhu-usc.edu_OV.HumanMethylation27.12.lvl-3.TCGA-09-2055-01B-01D-0708-05.gdc_hg38.txt	OV	TCGA-09-2055-01B-01D-0708-05	Tumor
ed2c39cc-2e7e-4c6e-accc-3bfb72e93621	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-04-1346-01A-01D-0432-05.gdc_hg38.txt	OV	TCGA-04-1346-01A-01D-0432-05	Tumor
d03f7683-acab-4f41-b8b8-41ee2b1a8603	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-23-1123-01A-01D-0432-05.gdc_hg38.txt	OV	TCGA-23-1123-01A-01D-0432-05	Tumor
a0a1d0d7-c7f5-4a9d-89fe-7fa1d1b3883b	jhu-usc.edu_OV.HumanMethylation27.1.lvl-3.TCGA-09-0369-01A-01D-0359-05.gdc_hg38.txt	OV	TCGA-09-0369-01A-01D-0359-05	Tumor
737c9d76-08f1-498d-a940-50d6a478d72a	jhu-usc.edu_OV.HumanMethylation27.3.lvl-3.TCGA-24-0982-01A-01D-0432-05.gdc_hg38.txt	OV	TCGA-24-0982-01A-01D-0432-05	Tumor
a66db6ef-074d-4063-aeff-3e8abdb06d73	jhu-usc.edu_GBM.HumanMethylation27.6.lvl-3.TCGA-06-2559-01A-01D-0788-05.gdc_hg38.txt	GBM	TCGA-06-2559-01A-01D-0788-05	Tumor
